"pr2_accession"	"tax"
"AY937566.1.604_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"EF539161.1.718_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"DQ918745.1.566_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"DQ918723.1.531_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382829.1.567_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382872.1.537_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382889.1.549_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382901.1.584_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382909.1.634_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382920.1.602_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ383004.1.608_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382773.1.616_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382805.1.611_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382866.1.601_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382878.1.583_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382903.1.583_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382914.1.597_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382918.1.566_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382952.1.558_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382965.1.556_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382973.1.574_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382977.1.650_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382993.1.523_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382997.1.510_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382794.1.609_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382855.1.647_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382884.1.522_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382935.1.551_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382982.1.603_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382796.1.601_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382814.1.586_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382846.1.638_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382850.1.550_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382853.1.598_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382857.1.637_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382877.1.594_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382881.1.584_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382890.1.593_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382917.1.596_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"GQ382951.1.609_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"HM858327.1.624_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
