"pr2_accession"	"tax"
"GU953244.1.1743_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_bachmannii"
"GU953243.1.1743_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_bachmannii"
"GU953245.1.1554_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_bachmannii"
"AF506273.1.1810_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_hispida"
"JN707698.1.1765_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_hispida"
"KC511084.1.1765_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_hispida"
"KF746958.1.1786_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_hispida"
"MK091136.1.1865_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_hispida"
"KC596267.1.687_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_hispida"
"AF420253.21.1839_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_sp."
"JF701702.1.1727_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_sp."
"AF342744.1.1917_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_violacea"
"AF026042.1.1916_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_violacea"
"GU953246.1.1746_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_violacea"
"AF506274.1.1811_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_violacea"
"AF506275.1.1863_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Thorea; Thorea_violacea"
"FJ386488.1.1716_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Tuomeya; Tuomeya_americana"
"AF026055.1.1765_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Tuomeya; Tuomeya_americana"
